Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,Bollinger Band Signal
2021-05-24,34.700001,34.962002,33.900002,34.59,34.215031,246300,72.08082873756061,UP,Above Upper  Band
2021-05-25,34.900002,35.290001,34.134998,34.209999,33.839142,203800,66.55533438278923,UP,Inbetween Bollingers Band
2021-05-26,34.540001,36.07,34.540001,36.07,35.678986,242500,76.73808334953753,UP,Above Upper  Band
2021-05-27,36.5,36.810001,36.049999,36.130001,35.738335,194400,77.00160416045559,UP,Above Upper  Band
2021-05-28,36.450001,36.529999,35.389999,35.970001,35.58007,131100,74.38013559289422,UP,Inbetween Bollingers Band
2021-06-01,36.049999,36.5,35.82,36.080002,35.688881,277900,75.06114956407467,UP,Inbetween Bollingers Band
2021-06-02,36.220001,36.349998,35.849998,36.09,35.698769,289100,75.13123308181342,UP,Inbetween Bollingers Band
2021-06-03,35.869999,36.09,35.360001,35.990002,35.599854,411000,72.74537112180793,UP,Inbetween Bollingers Band
2021-06-04,35.91,36.235001,35.540001,36.18,35.787796,132700,74.53775090638104,Down,Inbetween Bollingers Band
2021-06-07,36.59,36.599998,35.990002,36.369999,35.975731,166800,76.3520693725984,Down,Inbetween Bollingers Band
2021-06-08,36.279999,37.240002,35.98,36.759998,36.3615,173000,79.7991595405594,Down,Inbetween Bollingers Band
2021-06-09,36.759998,37.490002,36.200001,37.150002,36.74728,248400,82.7353051009274,Down,Inbetween Bollingers Band
2021-06-10,37.150002,37.189999,35.799999,35.950001,35.560284,232300,54.36843964788213,Down,Inbetween Bollingers Band
2021-06-11,36.009998,36.59,36.0,36.549999,36.153778,161600,61.97376314721336,Down,Inbetween Bollingers Band
2021-06-14,36.5,36.900002,36.182999,36.369999,35.975731,207700,58.55788126809833,Down,Inbetween Bollingers Band
2021-06-15,36.220001,36.279999,35.650002,36.130001,35.738335,187600,53.933642457209515,Down,Inbetween Bollingers Band
2021-06-16,35.84,36.360001,35.630001,36.290001,35.996231,120000,58.12476321486876,Down,Inbetween Bollingers Band
2021-06-17,36.209999,36.209999,34.665001,34.82,34.538132,408700,36.3253343297988,Down,Inbetween Bollingers Band
2021-06-18,34.720001,35.459999,33.959999,34.66,34.379425,539700,34.673968371401145,Down,Inbetween Bollingers Band
2021-06-21,35.09,35.439999,34.580002,34.98,34.696835,233000,40.938772391196636,Down,Inbetween Bollingers Band
2021-06-22,34.75,34.75,33.189999,33.43,33.159382,273900,26.550214258890207,Down,Below Lower band
2021-06-23,32.970001,33.57,32.48,33.310001,33.040356,312400,25.733321427113708,Down,Below Lower band
2021-06-24,33.439999,33.68,32.849998,33.16,32.891567,289300,24.628210952036724,Down,Inbetween Bollingers Band
2021-06-25,33.360001,34.740002,32.52,32.98,32.713024,1823700,23.231501951351774,Down,Inbetween Bollingers Band
2021-06-28,32.790001,34.369999,32.599998,33.990002,33.714848,427700,44.01575028053312,Down,Inbetween Bollingers Band
2021-06-29,34.119999,34.286999,32.66,32.799999,32.534481,250700,32.07782993601492,Down,Inbetween Bollingers Band
2021-06-30,32.560001,32.990002,31.879999,31.99,31.731039,301100,26.393257297785482,Down,Inbetween Bollingers Band
