Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,28.6,28.870001,28.17,28.83,28.767176,2746400
2017-01-04,29.02,30.299999,29.02,30.26,30.194059,3339500
2017-01-05,30.18,30.93,30.115,30.65,30.583208,2444600
2017-01-06,30.690001,31.1,30.309999,30.68,30.613144,2086300
2017-01-09,30.879999,30.879999,29.215,29.48,29.415758,4205100
2017-01-10,29.83,31.1,29.73,30.98,30.912489,3823600
2017-01-11,31.08,32,31.08,31.969999,31.900331,3068300
2017-01-12,33,33.5,32.509998,33.040001,32.968002,4521700
2017-01-13,32.82,33.43,32.529999,33.009998,32.938065,3026200
2017-01-17,32.970001,33.040001,32.52,32.639999,32.568871,1381800
2017-01-18,32.950001,34.830002,32.639999,34.810001,34.734146,6420100
2017-01-19,34.220001,35.630001,34.18,35.419998,35.342812,5050100
2017-01-20,35.400002,35.740002,34.93,35.66,35.582291,5330900
2017-01-23,35.919998,36.395,35.455002,36.290001,36.210918,5245000
2017-01-24,37.18,38.380001,37.18,37.5,37.418282,11911100
2017-01-25,38.580002,38.939999,36.310001,36.529999,36.450394,13583300
2017-01-26,36.220001,37.07,35.509998,36.299999,36.220898,5735400
2017-01-27,36.299999,37.389999,36.27,36.669998,36.590088,3617600
2017-01-30,36.48,36.59,35.77,36.549999,36.470352,3002400
2017-01-31,36.779999,37.23,36.009998,36.450001,36.370571,2690300
2017-02-01,36.580002,37.189999,36.200001,36.259998,36.180981,2905400
2017-02-02,36.700001,38.369999,36.630001,37.68,37.597889,5049700
2017-02-03,37.869999,38.049999,36.830002,36.860001,36.779678,5243300
2017-02-06,36.900002,38,36.799999,37.75,37.667736,2833900
2017-02-07,38.040001,38.25,37.310001,37.970001,37.88726,3270000
2017-02-08,37.93,38.5,37.110001,37.540001,37.458195,3121700
2017-02-09,37.41,37.75,36.993999,37.419998,37.338455,3392400
2017-02-10,37.919998,38.540001,37.505001,38.299999,38.216537,3628600
2017-02-13,38.790001,39.779999,38.450001,38.48,38.396145,5365800
2017-02-14,38.57,39.25,38.18,38.560001,38.475975,3818600
2017-02-15,38.25,38.299999,37.73,37.869999,37.787476,11488900
2017-02-16,37.82,37.830002,36.349998,36.459999,36.380547,7040700
2017-02-17,36.240002,36.610001,35.790001,36.209999,36.131092,4516800
2017-02-21,36.310001,37.009998,36.23,36.709999,36.630001,3393400
2017-02-22,36.400002,36.709999,36.209999,36.599998,36.520241,2585700
2017-02-23,36.860001,36.880001,34.259998,34.32,34.245213,7140000
2017-02-24,33.810001,34.639999,33.349998,34.48,34.404861,5763800
2017-02-27,34.52,35.380001,34.189999,34.779999,34.704208,3898400
2017-02-28,34.73,35.330002,34.400002,34.59,34.514622,4034100
2017-03-01,35.93,38.150002,35.849998,37.990002,37.907215,10564500
2017-03-02,37.639999,38.169998,35.830002,35.849998,35.771877,5099300
2017-03-03,36.060001,36.889999,35.75,36.380001,36.300724,3238100
2017-03-06,36.799999,37.48,35.799999,36.93,36.849525,5764000
2017-03-07,36.810001,36.889999,35.75,35.799999,35.721985,3753400
2017-03-08,35.900002,36.82,35.900002,35.990002,35.911575,4485700
2017-03-09,36.07,36.549999,34.889999,35.360001,35.282948,4826200
2017-03-10,35.900002,36,34.235001,34.529999,34.454754,4052400
2017-03-13,35.209999,35.52,34.529999,34.700001,34.624386,2491400
2017-03-14,34.450001,34.580002,33.77,34.189999,34.115494,3112200
2017-03-15,34.400002,35.290001,33.950001,35.139999,35.063423,3753400
2017-03-16,35.66,35.990002,34.98,35.380001,35.302902,3644300
2017-03-17,35.57,35.98,34.950001,34.970001,34.893795,3824700
2017-03-20,34.900002,35.360001,34.099998,34.900002,34.823948,2688900
2017-03-21,34.900002,35.25,33.169998,33.220001,33.14761,4536900
2017-03-22,33.349998,34.150002,33.009998,33.689999,33.616585,2877900
2017-03-23,33.41,33.689999,33.110001,33.310001,33.237415,3072000
2017-03-24,33.610001,33.860001,32.365002,32.560001,32.489048,4111000
2017-03-27,31.74,32.57,31.290001,32.470001,32.399246,3654000
2017-03-28,32.5,33.637001,32.450001,32.919998,32.848259,4039700
2017-03-29,32.91,33.290001,32.73,32.91,32.838284,2611700
2017-03-30,33.150002,35.139999,32.959999,33.490002,33.417023,7122600
2017-03-31,34.060001,34.740002,33.599998,34.400002,34.325039,5188400
2017-04-03,34.619999,35,33.501999,34.220001,34.145432,4204800
2017-04-04,34.029999,34.5,33.820999,34.23,34.155407,2297000
2017-04-05,34.790001,35.09,33.755001,33.849998,33.776234,4016800
2017-04-06,33.849998,34.16,33.189999,33.650002,33.576672,3626800
2017-04-07,33.25,34.130001,33.151001,33.73,33.656498,3674100
2017-04-10,33.66,33.779999,33.200001,33.66,33.586651,2575500
2017-04-11,33.57,34.459999,33.150002,34.389999,34.31506,3142600
2017-04-12,33.860001,34.290001,32.029999,32.049999,31.980158,7603400
2017-04-13,32.110001,32.470001,30.99,30.99,30.922468,6143300
2017-04-17,31.17,31.790001,30.969999,31.309999,31.24177,4099700
2017-04-18,30.780001,32.369999,30.450001,31.76,31.69079,5018300
2017-04-19,32.18,32.439999,31.280001,31.299999,31.231792,2465500
2017-04-20,31.889999,32.299999,31.459999,32.040001,31.970181,5429500
2017-04-21,32.200001,32.549999,31.65,31.700001,31.630922,5041900
2017-04-24,32.240002,33.439999,32.150002,33.310001,33.237415,7907300
2017-04-25,34.23,36.549999,34.23,36.490002,36.410484,11203200
2017-04-26,36,37.200001,35.849998,36.450001,36.370571,7528300
2017-04-27,35.75,35.900002,34.154999,34.52,34.444775,14773500
2017-04-28,34.810001,34.945,33.68,33.73,33.656498,5240000
2017-05-01,33.950001,34.130001,32.900002,33.279999,33.207478,4985500
2017-05-02,33.310001,34.330002,33.299999,33.330002,33.25737,3912500
2017-05-03,32.900002,32.900002,31.51,31.690001,31.620943,7334500
2017-05-04,31.219999,31.360001,30.42,31.040001,30.972361,7917800
2017-05-05,31.35,31.959999,31.049999,31.82,31.75066,4191200
2017-05-08,31.370001,31.370001,30.66,31.02,30.952404,3795700
2017-05-09,31.219999,31.24,30.459999,30.82,30.752838,3415300
2017-05-10,30.950001,31.459999,30.700001,31.08,31.012272,3487500
2017-05-11,31.23,31.309999,30.450001,31.16,31.092098,4109300
2017-05-12,31,32.130001,30.959999,31.790001,31.720726,3380800
2017-05-15,32.169998,32.5,31.969999,32.029999,31.960201,2384000
2017-05-16,32.099998,32.400002,31.75,32.16,32.08992,3001800
2017-05-17,31.879999,32.220001,31.58,31.629999,31.561073,3739800
2017-05-18,31.450001,32.169998,31.1,31.92,31.850441,2396800
2017-05-19,32.16,32.880001,32.099998,32.290001,32.219635,2625900
2017-05-22,32.650002,33.200001,32.470001,32.959999,32.888176,3456700
2017-05-23,32.98,33.360001,32.560001,33.259998,33.187519,2964200
2017-05-24,33.27,33.919998,33.044998,33.509998,33.436974,3338200
2017-05-25,33.68,34.09,33.029999,33.09,33.017891,2324900
2017-05-26,32.869999,33.360001,32.869999,33.27,33.197502,2410600
2017-05-30,33.029999,33.16,32.529999,32.990002,32.91811,3223500
2017-05-31,32.880001,33.049999,31.76,32.939999,32.868217,4547000
2017-06-01,32.84,33.450001,32.450001,32.939999,32.868217,2372200
2017-06-02,32.389999,33,32.349998,32.860001,32.788395,2639900
2017-06-05,32.650002,33.580002,32.650002,33.32,33.247391,2605000
2017-06-06,33.110001,33.490002,32.779999,32.939999,32.868217,3631100
2017-06-07,33.150002,33.169998,32.400002,32.82,32.748482,3330700
