S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
129,2022-02-03,695,JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,2550.0000,2560.0000,2495.0000,2495.0000,1003,2511869.0000,2510.0000,5500.0000,2061.1000,2022-02-03T14:59:40.371449,2495.0000,45,2504.35,3690.25
130,2022-02-03,2755,NIBLPF,NIBL Pragati Fund,10.6700,10.9300,10.6700,10.8300,33700,366465.9600,10.8000,20.6800,9.3000,2022-02-03T14:58:22.687911,10.8300,18,10.87,812.25
131,2022-02-03,2757,AKPL,Arun Kabeli Power Ltd.,612.0000,624.0000,600.0000,601.0000,391839,239806786.7000,600.0000,882.4000,300.0000,2022-02-03T14:59:55.817367,601.0000,2255,612.00,11149.82
132,2022-02-03,2761,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,1235.0000,1256.0000,1215.0000,1225.0000,1245,1530483.4000,1235.0000,2048.0000,550.0000,2022-02-03T14:59:37.900945,1225.0000,30,1229.30,4198.62
133,2022-02-03,2770,SEF,Siddhartha Equity Fund,11.3000,11.5600,11.2900,11.4200,44800,511441.3200,11.4000,17.0400,10.0100,2022-02-03T14:56:59.411376,11.4200,26,11.41,1713.00
134,2022-02-03,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,323.4000,345.0000,323.4000,327.0000,273319,91624805.7000,330.0000,502.0000,132.0000,2022-02-03T14:59:56.819471,327.0000,1333,335.23,2616.00
135,2022-02-03,2813,PPCL,Panchthar Power Compant Limited,556.9000,570.0000,543.0000,544.0000,55566,30861738.1000,546.2000,642.0000,222.0000,2022-02-03T14:59:55.675613,544.0000,292,555.40,5236.00
136,2022-02-03,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,1400.0000,1400.0000,1374.0000,1375.0000,1215,1678999.3000,1400.0000,2245.0000,1017.0000,2022-02-03T14:57:05.614943,1375.0000,35,1381.89,1340.62
137,2022-02-03,2881,NRIC,Nepal Reinsurance Company Limited,1260.0000,1285.0000,1248.0000,1251.0000,50477,64015778.4000,1254.0000,2010.0000,1104.7200,2022-02-03T14:59:58.038290,1251.0000,629,1268.21,145741.50
138,2022-02-03,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,610.0000,638.0000,610.0000,638.0000,39284,24625089.0000,612.0000,638.0000,186.5000,2022-02-03T14:59:57.814094,638.0000,616,626.84,2348.75
139,2022-02-03,8024,NBF3,Nabil Balanced Fund-3,9.7000,9.8700,9.6500,9.7000,25733,249266.1100,9.7000,10.0800,9.1300,2022-02-03T14:58:58.765405,9.7000,50,9.68,1212.50
140,2022-02-03,133,SCB,Standard Chartered Bank Limited,506.0000,515.0000,501.0000,508.1000,16760,8566813.6000,506.0000,678.0000,434.0000,2022-02-03T14:59:17.363142,508.1000,168,511.14,47911.05
141,2022-02-03,188,LICN,Life Insurance Co. Nepal,2400.0000,2400.0000,2326.0000,2377.0000,20975,49201626.4000,2356.0000,2800.0000,1700.0000,2022-02-03T14:59:50.165387,2377.0000,210,2345.72,52555.47
142,2022-02-03,219,UNL,Unilever Nepal Limited,19100.0000,19100.0000,19002.0000,19002.0000,20,381020.0000,19050.0000,23180.0000,18050.0000,2022-02-03T13:41:17.379256,19002.0000,2,19051.00,17495.14
143,2022-02-03,232,GFCL,Goodwill Finance Co. Ltd.,728.9000,728.9000,700.0000,701.0000,26675,19059139.6000,720.5000,1010.0000,239.0000,2022-02-03T14:59:43.909223,701.0000,208,714.49,6632.27
144,2022-02-03,238,NMB,NMB Bank Limited,353.0000,354.0000,345.0000,347.0000,55570,19362552.5000,347.5000,517.0000,326.0000,2022-02-03T14:59:59.370761,347.0000,406,348.43,63732.47
145,2022-02-03,341,GBIME,Global IME Bank Limited,370.0000,370.0000,361.1000,363.0000,102527,37493150.8000,366.0000,522.0000,275.0000,2022-02-03T14:59:48.243815,363.0000,718,365.69,86378.59
146,2022-02-03,385,ALICL,Asian Life Insurance Co. Limited,1026.0000,1031.0000,1000.0000,1002.0000,21071,21462245.8000,1025.0000,1565.0000,978.0000,2022-02-03T14:59:46.395798,1002.0000,288,1018.56,25184.79
147,2022-02-03,502,SMFDB,Summit Laghubitta Bittiya Sanstha Limited,1301.0000,1326.0000,1226.5000,1241.0000,2995,3758011.5000,1276.0000,1938.0000,1100.0000,2022-02-03T14:57:57.306529,1241.0000,53,1254.76,6130.54
148,2022-02-03,532,CBL,Civil Bank Ltd,264.0000,264.0000,259.1000,259.6000,99853,26136137.7000,261.2000,316.0000,214.0000,2022-02-03T14:59:50.327968,259.6000,370,261.74,23560.89
149,2022-02-03,705,GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,1776.0000,1776.0000,1740.5000,1765.0000,4184,7342765.7000,1741.5000,3191.0000,1390.0000,2022-02-03T14:58:48.777411,1765.0000,75,1754.96,9753.20
150,2022-02-03,2743,NGPL,Ngadi Group Power Ltd.,740.0000,753.5000,720.0000,725.0000,129155,95145141.5000,728.0000,1397.0000,217.0000,2022-02-03T14:59:59.293375,725.0000,675,736.67,5125.26
151,2022-02-03,2769,NHDL,Nepal Hydro Developers Ltd.,532.4000,552.8000,530.0000,532.0000,93142,50543950.0000,522.0000,840.0000,244.0000,2022-02-03T14:59:52.918288,532.0000,612,542.65,1702.03
152,2022-02-03,2804,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,1340.0000,1400.0000,1340.0000,1391.0000,4642,6444261.0000,1350.0000,1785.0000,951.6000,2022-02-03T14:59:47.838378,1391.0000,77,1388.25,1836.12
153,2022-02-03,2863,NICBF,NIC Asia Balanced Fund,11.5000,11.6500,11.3100,11.5800,14600,167658.0000,11.5000,17.0000,9.9200,2022-02-03T14:59:24.711746,11.5800,16,11.48,874.29
154,2022-02-03,2898,NRN,NRN Infrastructure and Development Limited,785.0000,812.0000,770.0000,790.0000,101519,81165919.7000,782.0000,990.0000,368.0000,2022-02-03T14:59:50.774447,790.0000,813,799.51,9663.37
155,2022-02-03,2914,UMRH,United IDI Mardi RB Hydropower Limited.,655.0000,673.0000,649.0000,660.0000,44861,29620837.1000,645.0000,811.0000,220.0000,2022-02-03T14:59:48.987232,660.0000,334,660.28,2772.00
156,2022-02-03,2929,JLI,Jyoti Life Insurance Ltd,735.0000,735.0000,720.0000,722.0000,39578,28660754.8000,726.0000,998.0000,360.0000,2022-02-03T14:59:59.962984,722.0000,1183,724.15,15884.00
157,2022-02-03,4967,NICSF,NIC Asia Select Fund 30,9.1100,9.2500,9.0700,9.0700,81275,742373.9000,9.2500,10.1000,8.7500,2022-02-03T14:57:47.612449,9.0700,77,9.13,1133.75
158,2022-02-03,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,1535.0000,1561.0000,1520.0000,1520.0000,2875,4417967.0000,1560.0000,2189.1000,397.5000,2022-02-03T14:59:47.475184,1520.0000,129,1536.68,1662.50
159,2022-02-03,156,BBC,Bishal Bazar Company Limited,5200.0000,5285.0000,5130.0000,5130.0000,513,2680110.0000,5180.0000,8208.0000,2880.0000,2022-02-03T14:58:54.667420,5130.0000,27,5224.38,2520.88
160,2022-02-03,164,CBBL,Chhimek Laghubitta Bikas Bank Limited,1380.0000,1400.0000,1360.0000,1360.0000,17156,23518694.8000,1360.0000,2065.2000,1240.0000,2022-02-03T14:59:56.868417,1360.0000,286,1370.87,31607.76
161,2022-02-03,244,SIFC,Shree Investment Finance Co. Ltd.,499.6000,508.0000,476.0000,478.0000,34430,16760325.5000,490.0000,741.0000,211.0000,2022-02-03T14:59:53.778267,478.0000,203,486.79,4582.47
162,2022-02-03,396,NLBBL,Nerude Laghubita Bikas Bank Limited,1244.0000,1290.0000,1242.0000,1242.0000,14704,18522525.0000,1220.0000,1885.0000,901.8000,2022-02-03T14:59:56.816797,1242.0000,180,1259.69,7452.00
163,2022-02-03,693,CLBSL,Civil Laghubitta Bittiya Sanstha Ltd.,1113.0000,1140.0000,1106.0000,1120.0000,5054,5683039.5000,1106.0000,1811.0000,867.0000,2022-02-03T14:59:59.964499,1120.0000,76,1124.46,3226.99
164,2022-02-03,2748,RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,800.0000,800.0000,777.0000,778.0000,12800,10064971.4000,785.0000,1194.4000,584.0000,2022-02-03T14:59:48.187027,778.0000,157,786.32,6264.11
165,2022-02-03,2759,SPDL,Synergy Power Development Ltd.,513.0000,525.3000,509.0000,520.0000,330339,171484344.0000,503.1000,823.9000,245.0000,2022-02-03T14:59:55.352549,520.0000,1301,519.11,4194.19
166,2022-02-03,2877,SFMF,Sunrise First Mutual Fund,12.3000,12.3000,12.1200,12.1500,67515,820121.1000,12.4500,20.0000,10.2100,2022-02-03T14:56:17.459447,12.1500,19,12.14,1044.90
167,2022-02-03,2887,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,1245.0000,1250.0000,1221.0000,1228.0000,9833,12164390.8000,1240.0000,2037.0000,759.0000,2022-02-03T14:59:40.265626,1228.0000,365,1237.09,21360.32
168,2022-02-03,2903,LEC,Liberty Energy Company Limited,432.0000,443.0000,425.0000,426.4000,94701,41059545.0000,424.1000,530.0000,227.0000,2022-02-03T14:59:58.546511,426.4000,565,433.57,6396.00
169,2022-02-03,2905,GIC,General Insurance Company Nepal Ltd,664.0000,678.7000,664.0000,665.3000,9504,6355879.5000,673.8000,860.0000,485.1000,2022-02-03T14:58:58.658391,665.3000,267,668.75,6653.00
170,2022-02-03,2913,MEN,Mountain Energy Nepal Limited,1251.0000,1255.0000,1230.0000,1235.0000,6386,7951585.0000,1251.0000,1530.0000,600.0000,2022-02-03T14:59:20.570391,1235.0000,168,1245.15,24305.13
171,2022-02-03,2922,SBD87,8.5% Sanima Debenture 2087,914.0000,914.0000,914.0000,914.0000,25,22850.0000,932.0000,1010.0000,914.0000,2022-02-03T14:08:42.258889,914.0000,1,914.00,
172,2022-02-03,2924,GLH,GreenLife Hydropower Limited,498.0000,524.0000,498.0000,510.5000,54463,28112732.1000,501.0000,657.0000,299.0000,2022-02-03T14:59:56.327688,510.5000,831,516.18,9189.00
173,2022-02-03,2933,KEF,Kumari Equity Fund,9.1200,9.3000,9.1200,9.2500,19140,176674.2000,9.2500,11.6500,8.6700,2022-02-03T14:55:43.812222,9.2500,60,9.23,925.00
174,2022-02-03,4949,NIBSF2,NIBL Samriddhi Fund -2,9.3700,9.4200,9.1900,9.4200,23860,222171.2000,9.3700,11.5300,8.5600,2022-02-03T14:47:20.384093,9.4200,35,9.31,1413.00
175,2022-02-03,4956,ULI,Union Life Insurance Company Limited,715.0000,734.0000,713.0000,720.0000,108631,78811902.5000,712.0000,940.1000,342.0000,2022-02-03T14:59:53.444519,720.0000,2451,725.50,15480.00
176,2022-02-03,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,1285.0000,1310.0000,1260.0000,1270.0000,29445,38201778.5000,1279.0000,1919.0000,1166.0000,2022-02-03T14:59:16.346713,1270.0000,331,1297.39,27876.82
177,2022-02-03,171,SANIMA,Sanima Bank Limited,376.0000,376.3000,368.0000,369.0000,66693,24779701.5000,369.0000,564.9000,319.0000,2022-02-03T14:59:44.932272,369.0000,501,371.54,41798.02
178,2022-02-03,177,RBCL,Rastriya Beema Company Limited,18666.0000,19039.0000,18549.0000,18700.0000,1304,24381081.0000,18300.0000,24370.0000,13907.0000,2022-02-03T14:58:51.537018,18700.0000,77,18697.14,49861.03
179,2022-02-03,179,HGI,Himalayan General Insurance Co. Ltd,782.0000,787.0000,762.6000,774.9000,40200,31023642.6000,782.0000,982.0000,557.0000,2022-02-03T14:59:52.614246,774.9000,114,771.73,8526.51
180,2022-02-03,186,IGI,IME General Insurance Ltd.,1179.9000,1190.0000,1158.0000,1160.0000,55325,64849510.8000,1170.0000,1465.0000,865.0000,2022-02-03T14:59:59.559482,1160.0000,366,1172.15,13428.00
181,2022-02-03,194,NFS,Nepal Finance Ltd.,735.0000,760.0000,722.0000,744.6000,64924,47616594.6000,735.0000,806.0000,288.0000,2022-02-03T14:59:42.132286,744.6000,335,733.42,3674.57
182,2022-02-03,256,SFCL,Samriddhi Finance Company Limited,418.2000,434.0000,408.0000,408.1000,28581,11888732.5000,410.0000,720.0000,161.0000,2022-02-03T14:59:51.780842,408.1000,251,415.96,3341.98
183,2022-02-03,307,NTC,Nepal Doorsanchar Comapany Limited,1575.0000,1600.0000,1516.0000,1560.0000,104116,161909543.8000,1568.0000,1600.0000,972.0000,2022-02-03T14:59:59.337509,1560.0000,792,1555.08,234000.00
184,2022-02-03,358,LBBL,Lumbini Bikas Bank Ltd.,549.8000,555.0000,532.1000,538.0000,122911,67170910.2000,539.1000,774.0000,233.0000,2022-02-03T14:59:52.087505,538.0000,631,546.50,17669.49
185,2022-02-03,397,ADBL,Agriculture Development Bank Limited,425.0000,425.0000,420.0000,420.6000,47402,20034413.9000,423.0000,620.0000,398.0000,2022-02-03T14:59:55.628911,420.6000,437,422.64,55468.37
186,2022-02-03,401,MLBL,Mahalaxmi Bikas Bank Ltd.,552.0000,554.8000,533.0000,538.0000,146006,79545856.2000,542.0000,883.0000,258.0000,2022-02-03T14:59:55.866527,538.0000,780,544.81,21578.55
187,2022-02-03,403,SLICL,Surya Life Insurance Company Limited,825.0000,829.0000,813.0000,814.0000,18548,15189271.4000,817.0000,1091.0000,617.4000,2022-02-03T14:59:35.793501,814.0000,139,818.91,20759.30
188,2022-02-03,473,SHINE,Shine Resunga Development Bank Ltd.,459.0000,459.9000,444.0000,444.0000,84026,38052865.2000,450.8000,655.0000,251.0000,2022-02-03T14:59:59.945124,444.0000,488,452.87,16787.68
189,2022-02-03,516,MFIL,Manjushree Finance Ltd.,745.0000,760.0000,720.0000,726.0000,27877,20400867.4000,732.0000,1456.0000,424.0000,2022-02-03T14:59:58.323047,726.0000,347,731.81,9812.27
190,2022-02-03,562,MEGA,Mega  Bank Nepal Ltd.,298.0000,299.8000,293.0000,296.0000,122235,36287134.3000,295.0000,405.0000,251.2000,2022-02-03T14:59:59.705382,296.0000,645,296.86,47716.57
191,2022-02-03,574,SKBBL,Sana Kisan Bikas Bank Ltd,1399.0000,1425.0000,1381.0000,1381.1000,8971,12560178.5000,1399.0000,2184.0000,1145.0000,2022-02-03T14:59:46.131462,1381.1000,104,1400.08,21606.12
192,2022-02-03,2744,GRDBL,Green Development Bank Ltd.,396.0000,396.0000,379.1000,388.0000,26775,10365899.5000,389.0000,537.9000,162.0000,2022-02-03T14:59:51.642267,388.0000,183,387.14,2013.72
193,2022-02-03,2766,CHL,Chhyangdi Hydropower Ltd.,509.6000,542.2000,509.6000,513.0000,67245,35341004.4000,520.0000,715.0000,168.0000,2022-02-03T14:59:46.347068,513.0000,571,525.55,1963.38
194,2022-02-03,2780,CMF1,Citizens Mutual Fund -1,10.0000,10.3300,10.0000,10.1300,15900,162639.5000,9.9400,16.0100,9.0300,2022-02-03T14:52:40.024137,10.1300,18,10.22,830.66
195,2022-02-03,2792,UPPER,Upper Tamakoshi Hydropower Ltd,781.3000,781.3000,747.0000,750.9000,311026,238302173.2000,766.0000,962.5000,471.0000,2022-02-03T14:59:58.816713,750.9000,2148,766.18,79520.31
196,2022-02-03,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,1652.4000,1652.4000,1591.0000,1620.0000,4138,6652546.3000,1620.0000,2101.2000,1176.0000,2022-02-03T14:56:34.036931,1620.0000,93,1607.67,5409.41
197,2022-02-03,2810,UPCL,UNIVERSAL POWER COMPANY LTD,425.1000,434.9000,416.0000,418.0000,196356,83792618.8000,419.0000,635.0000,132.0000,2022-02-03T14:59:59.368548,418.0000,1000,426.73,8779.46
198,2022-02-03,2831,UNHPL,Union Hydropower Limited,411.0000,423.0000,406.3000,408.0000,93603,39070563.4000,409.0000,612.0000,113.0000,2022-02-03T14:59:54.498951,408.0000,675,417.40,3060.00
199,2022-02-03,2859,SIGS2,Siddhartha Investment Growth Scheme - 2,11.5000,11.7300,11.5000,11.6100,235480,2760527.9000,11.5000,16.8700,10.1500,2022-02-03T14:43:58.559099,11.6100,16,11.72,1393.20
200,2022-02-03,2893,AIL,Ajod Insurance Limited,775.0000,775.0000,759.9000,760.0000,12329,9443107.9000,768.0000,1125.0000,588.8000,2022-02-03T14:59:53.925210,760.0000,239,765.92,7600.00
201,2022-02-03,2919,NIFRA,Nepal Infrastructure Bank Limited,383.0000,392.0000,376.0000,376.5000,479810,184807759.7000,376.0000,726.0000,268.5000,2022-02-03T14:59:59.224846,376.5000,3601,385.16,81324.00
202,2022-02-03,2923,SLCF,Sanima Large Cap Fund,9.2000,9.3000,9.2000,9.2100,19450,179891.0000,9.2700,11.4000,8.7800,2022-02-03T14:56:27.794948,9.2100,32,9.24,1105.20
203,2022-02-03,8021,SAHAS,Sahas Urja Limited,673.2000,726.0000,673.2000,700.0000,243194,171135531.8000,660.0000,789.4000,405.3000,2022-02-03T14:59:57.244720,700.0000,5418,703.69,24500.00
204,2022-02-03,141,LBL,Laxmi Bank Limited,304.0000,304.0000,295.3000,297.0000,31689,9477586.4000,300.0000,447.0000,245.0000,2022-02-03T14:59:49.888503,297.0000,177,299.08,34307.49
205,2022-02-03,147,SHL,Soaltee Hotel Limited,226.1000,228.0000,223.2000,224.0000,22385,5060777.6000,226.1000,321.0000,182.0000,2022-02-03T14:59:34.496904,224.0000,92,226.07,18873.79
206,2022-02-03,153,BPCL,Butwal Power Company Limited,463.0000,473.0000,460.0000,460.7000,54529,25331192.7000,454.0000,703.0000,383.0000,2022-02-03T14:59:51.223745,460.7000,505,464.54,14956.61
207,2022-02-03,172,NABBC,Narayani Development Bank Limited,591.6000,592.0000,565.0000,567.1000,12124,6929421.6000,580.0000,1251.1000,442.0000,2022-02-03T14:57:58.786147,567.1000,98,571.54,1488.45
208,2022-02-03,184,PRIN,Prabhu Insurance Ltd.,891.0000,898.0000,873.0000,873.0000,28383,25104771.2000,889.9000,1162.0000,653.9000,2022-02-03T14:59:56.636545,873.0000,161,884.50,10143.41
209,2022-02-03,235,HDL,Himalayan Distillery Limited,4851.0000,4860.0000,4725.0000,4732.0000,14231,67838369.3000,4765.0000,7938.0000,3879.0000,2022-02-03T14:59:44.063018,4732.0000,494,4766.94,71854.44
210,2022-02-03,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,510.0000,511.0000,485.5000,500.0000,27908,13933189.9000,500.0000,773.0000,205.0000,2022-02-03T14:59:58.902912,500.0000,161,499.25,4752.00
211,2022-02-03,274,EDBL,Excel Development Bank Ltd.,584.0000,590.5000,562.7000,563.6000,17597,10065367.2000,579.0000,1195.0000,383.0000,2022-02-03T14:59:55.822711,563.6000,178,571.99,6491.50
212,2022-02-03,559,NLG,NLG Insurance Company Ltd.,974.0000,974.0000,942.3000,947.0000,11719,11170878.3000,955.0000,1422.0000,710.0000,2022-02-03T14:59:51.875272,947.0000,106,953.22,11420.94
213,2022-02-03,561,SINDU,Sindhu Bikash Bank Ltd,442.0000,450.0000,430.0000,430.0000,54921,24197844.6000,434.0000,618.0000,177.0000,2022-02-03T14:59:33.624518,430.0000,296,440.59,2397.06
214,2022-02-03,583,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,1095.0000,1120.0000,1070.5000,1070.5000,25859,28036633.6000,1100.0000,1437.0000,800.0000,2022-02-03T14:59:50.470017,1070.5000,221,1084.21,10517.66
215,2022-02-03,587,RLFL,Reliance Finance Ltd.,530.0000,530.0000,510.7000,511.0000,43329,22522933.9000,520.0000,814.0000,210.0000,2022-02-03T14:59:27.983200,511.0000,267,519.81,5380.86
216,2022-02-03,682,MMFDB,Mirmire Microfinance Development Bank Ltd.,1446.0000,1446.0000,1402.0000,1415.0000,7136,10156739.5000,1418.0000,2095.0000,1318.2000,2022-02-03T14:59:54.794786,1415.0000,74,1423.30,7387.51
217,2022-02-03,697,API,Api Power Company Ltd.,562.0000,575.0000,553.0000,557.0000,928168,525018722.0000,551.0000,670.0000,276.0000,2022-02-03T14:59:58.548362,557.0000,3924,565.65,15367.16
218,2022-02-03,2742,HIDCL,Hydorelectricity Investment and Development Company Ltd,360.0000,366.0000,350.0000,350.0000,681834,243735136.7000,358.5000,606.0000,244.1000,2022-02-03T14:59:57.075251,350.0000,3470,357.46,83160.00
219,2022-02-03,2754,DHPL,Dibyashwori Hydropower Ltd.,331.5000,338.1000,323.0000,323.0000,58306,19282580.0000,325.0000,485.2000,110.0000,2022-02-03T14:59:31.903303,323.0000,365,330.71,852.72
220,2022-02-03,2773,SAEF,Sanima Equity Fund,14.2000,14.3400,14.0000,14.0700,252848,3612739.0000,13.9400,20.1900,11.9900,2022-02-03T14:59:16.345731,14.0700,34,14.28,1829.10
221,2022-02-03,2815,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,1363.1000,1380.0000,1353.0000,1365.0000,892,1219440.2000,1390.0000,1996.0000,1160.0000,2022-02-03T14:36:35.845162,1365.0000,24,1367.08,2068.72
222,2022-02-03,2915,PLI,Prabhu Life Insurance Limited,643.0000,655.7000,633.0000,639.9000,15271,9859323.4000,643.0000,950.0000,477.0000,2022-02-03T14:59:59.000883,639.9000,616,645.62,12798.00
223,2022-02-03,4968,RMF1,RBB Mutual Fund 1,9.1000,9.2000,9.1000,9.1600,11570,105967.0000,9.1600,10.3000,8.8000,2022-02-03T14:39:57.093594,9.1600,23,9.15,1145.00
224,2022-02-03,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,455.0000,466.0000,451.0000,451.0000,74742,34322809.8000,455.0000,505.0000,100.0000,2022-02-03T14:59:56.937403,451.0000,3896,459.21,27060.00
