Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,Bollinger Band Signal
2020-04-29,76.300003,79.379997,76.139999,78.720001,77.86409,2409400,62.99706437713186,UP,Inbetween Bollingers Band
2020-04-30,77.959999,78.440002,75.989998,76.660004,75.826492,1795200,52.30220160556642,UP,Inbetween Bollingers Band
2020-05-01,75.550003,76.099998,73.57,74.209999,73.403122,1618600,42.33074084041336,Down,Inbetween Bollingers Band
2020-05-04,74.279999,74.620003,73.419998,74.559998,73.749306,1555400,44.106698595354295,Down,Inbetween Bollingers Band
2020-05-05,74.910004,77.580002,74.830002,76.370003,75.53965,1476100,52.86479875038736,Down,Inbetween Bollingers Band
2020-05-06,76.690002,78.830002,76.650002,77.870003,77.023338,2303600,59.06614127539426,Down,Inbetween Bollingers Band
2020-05-07,78.769997,79.330002,77.540001,78.5,77.646484,1190600,61.545189884291275,UP,Inbetween Bollingers Band
2020-05-08,79.669998,80.330002,79.190002,79.709999,78.843323,2255000,66.14013463321626,UP,Above Upper  Band
2020-05-11,79.599998,81.989998,79.5,81.269997,80.386353,1691600,71.29857595212383,UP,Above Upper  Band
2020-05-12,81.580002,82.300003,79.779999,79.849998,78.981804,2278900,61.3697689190504,UP,Inbetween Bollingers Band
2020-05-13,80.379997,81.93,79.029999,80.160004,79.288445,2664900,62.69303226646413,UP,Inbetween Bollingers Band
2020-05-14,79.290001,81.660004,78.720001,81.639999,80.752342,2285900,68.67029528695676,UP,Above Upper  Band
2020-05-15,81.510002,82.830002,81.220001,81.589996,80.702873,4529400,68.23925674668656,UP,Inbetween Bollingers Band
2020-05-18,83.239998,84.389999,82.290001,83.660004,82.750374,2076000,75.62676716709888,UP,Above Upper  Band
2020-05-19,83.230003,83.540001,81.889999,81.970001,81.078758,2099200,61.910628974177705,UP,Inbetween Bollingers Band
2020-05-20,82.980003,82.980003,81.470001,81.709999,80.821579,2748100,59.95874227780809,UP,Inbetween Bollingers Band
2020-05-21,81.720001,82.190002,80.459999,80.75,79.872017,2576500,52.78952482384266,UP,Inbetween Bollingers Band
2020-05-22,85.0,87.669998,84.199997,84.980003,84.056023,5063100,70.76135338928464,UP,Above Upper  Band
2020-05-26,86.230003,86.790001,85.639999,86.129997,85.19352,3173400,73.91135107646353,UP,Above Upper  Band
2020-05-27,86.300003,86.480003,84.370003,86.18,85.242989,1917600,74.05318063726475,UP,Inbetween Bollingers Band
2020-05-28,86.870003,87.849998,86.059998,86.690002,85.747429,1908700,75.62935878088962,UP,Inbetween Bollingers Band
2020-05-29,87.169998,88.489998,86.470001,88.139999,87.181664,2394500,79.71651577818457,UP,Above Upper  Band
2020-06-01,88.040001,89.980003,87.940002,89.910004,88.932426,2477600,83.62704123303538,UP,Above Upper  Band
2020-06-02,90.0,90.629997,89.110001,90.290001,89.308296,1682800,84.38125761652209,UP,Above Upper  Band
2020-06-03,90.650002,91.139999,90.260002,90.489998,89.506119,1382500,84.81088040061815,UP,Inbetween Bollingers Band
2020-06-04,89.82,91.739998,89.82,91.139999,90.14904,2227500,86.24543092818706,UP,Inbetween Bollingers Band
2020-06-05,92.129997,93.040001,90.089996,90.379997,89.397316,2844700,76.40221943380104,UP,Inbetween Bollingers Band
2020-06-08,89.309998,90.589996,89.059998,90.290001,89.308296,1804700,75.21621003626869,UP,Inbetween Bollingers Band
2020-06-09,90.089996,90.510002,89.32,89.769997,88.79393,1817300,68.09091608046904,UP,Inbetween Bollingers Band
2020-06-10,90.32,90.580002,89.459999,89.809998,88.833511,1410300,68.36000084009595,UP,Inbetween Bollingers Band
2020-06-11,88.629997,88.629997,85.019997,85.029999,84.105469,2491300,31.426826119067968,Down,Inbetween Bollingers Band
2020-06-12,86.830002,87.300003,83.989998,86.110001,85.173752,1520000,39.975433901065685,Down,Inbetween Bollingers Band
2020-06-15,84.400002,87.279999,83.709999,86.959999,86.014488,1551400,46.14031960208828,Down,Inbetween Bollingers Band
2020-06-16,88.879997,89.239998,86.510002,87.440002,86.489273,1049200,49.55388229765663,Down,Inbetween Bollingers Band
